name,lat,long,max_wind,mean_wind
068: BAFFIN BAY; POINT OF ROC,27.299999999999986,-97.4199999999991,16.89611111111111,10.886944444444442
9014098 - FORT GRATIOT  MI   ,43.01000000000019,-82.41999999999929,15.337463976945246,8.801152737752156
9052030 - OSWEGO  NY         ,43.45999999999971,-76.50999999999969,16.670169491525428,9.703389830508472
9063020 - BUFFALO  NY        ,42.879999999999676,-78.88999999999963,15.577871148459392,8.730252100840344
9075014 - HARBOR BEACH  MI   ,43.85000000000025,-82.63999999999962,15.34194444444444,8.864444444444448
9075099 - DE TOUR VILLAGE  MI,45.989999999999824,-83.90000000000052,16.652793296089378,7.356703910614527
9076070 - S.W. PIER  MI      ,46.5,-84.36999999999972,14.04873949579832,7.074789915966387
9087023 - LUDINGTON  MI      ,43.95000000000028,-86.43999999999947,11.988888888888882,6.333333333333336
9087044 - CALUMET  IL        ,41.72999999999969,-87.54000000000065,12.323119777158762,6.96239554317549
9099004 - POINT IROQUOIS  MI ,46.48999999999985,-84.63000000000028,15.12305555555555,7.87888888888889
9099018 - MARQUETTE C.G.  MI ,46.5499999999997,-87.3800000000003,11.336211699164334,5.588857938718662
9099090 - GRAND MARAIS  MN   ,47.75,-90.34000000000013,999.9000000000034,0.0
A L MANGHAM JR RGNL ARPT,31.57800000000002,-94.7089999999997,11.078089887640445,4.833988764044944
ABBEVILLE CHRIS CRUSTA MEMORI,29.976000000000038,-92.08399999999965,11.859722222222207,4.622777777777778
ABERDEEN 35 WNW              ,45.711999999999875,-99.13000000000005,999.9000000000036,999.9000000000036
ABERDEEN REGIONAL AIRPORT,45.44299999999973,-98.41300000000031,19.149041095890404,8.78904109589041
ABILENE REGIONAL AIRPORT,32.41100000000005,-99.6820000000005,19.331780821917803,9.444383561643832
ABRAHAM LINCOLN CAPITAL AIRPO,39.84499999999976,-89.68400000000041,14.384383561643833,7.833972602739726
ABRN-OPLKA R G PITTS ARPT,32.61599999999999,-85.43300000000062,11.39999999999999,5.813650793650791
ACADIANA REGIONAL AIRPORT,30.037999999999958,-91.88399999999909,13.790136986301365,6.861643835616441
ACCOMACK COUNTY AIRPORT,37.64700000000031,-75.76099999999961,73.03030303030306,61.001101928374666
ACE BASIN RESERVE,32.54999999999987,-80.45000000000049,3.7562326869806064,1.6567867036011072
ADA MUNICIPAL AIRPORT,34.80400000000007,-96.67099999999934,11.261261261261259,5.434834834834834
ADAK ISLAND,51.87000000000019,-176.62999999999892,22.08631284916205,12.738547486033521
ADAK NAS,51.883000000000024,-176.650000000001,21.90541310541313,12.587179487179489
ADAMS FIELD AIRPORT,34.72700000000021,-92.23900000000056,12.478082191780812,5.9789041095890445
ADDINGTON FLD,37.6859999999998,-85.9249999999995,17.124931506849308,4.850410958904108
ADDISON AIRPORT,32.96899999999976,-96.83599999999976,14.398082191780812,7.731780821917812
ADIRONDACK REGIONAL ARPT,44.38500000000019,-74.20699999999955,11.341322314049581,4.908539944903582
ADRIAN LENAWEE COUNTY ARPT,41.86800000000028,-84.07900000000062,13.031506849315058,6.7561643835616465
AEROFLEX-ANDOVER AIRPORT,41.00900000000001,-74.73600000000053,7.713259668508298,2.852486187845304
AFTON MUNI,42.71099999999972,-110.94199999999998,11.776098901098896,3.2249999999999996
AGRICULTURAL SCIENCE CENTER,39.823000000000214,-93.57900000000058,9.764657534246586,4.5794520547945226
AIKEN MUNICIPAL AIRPORT,33.649999999999785,-81.68300000000065,11.727423822714675,4.769806094182826
AINSWORTH MUNICIPAL ARPT,42.576999999999764,-100.00099999999982,21.947397260273977,8.243835616438352
AIRBORNE AIRPARK AIRPORT,39.431000000000104,-83.77699999999919,16.98027397260273,10.089315068493153
AIRLAKE AIRPORT,44.62800000000025,-93.22799999999951,12.616986301369865,5.446849315068498
AKHIOK,56.933000000000526,-154.18299999999934,27.07716763005781,18.822254335260112
AKRON FULTON INTL AIRPORT,41.03800000000009,-81.46399999999996,13.336986301369858,6.549863013698634
AKRON-CANTON REGIONAL AIRPORT,40.91799999999977,-81.44399999999969,14.04136986301369,7.795068493150684
ALAMEDA,37.772000000000304,-122.29800000000031,10.943055555555544,5.523888888888885
ALAMINOS CANYON,26.932999999999996,-94.68300000000059,105.61929133858273,98.33543307086619
ALAMOGORDO-WHITE SANDS RGL AI,32.84000000000012,-105.99100000000102,15.99120879120879,6.539835164835159
ALBANY INTERNATIONAL AIRPORT,42.74699999999977,-73.79899999999991,13.980821917808214,6.570684931506857
ALBERT J ELLIS AIRPORT,34.83300000000009,-77.61699999999941,11.412912087912089,5.289285714285713
ALBERT LEA MUNICIPAL ARPT,43.683000000000405,-93.3669999999993,13.361061946902641,6.490265486725661
ALBERT WHITTED AIRPORT,27.765000000000008,-82.62800000000041,14.95698630136985,7.983287671232875
ALBERTUS AIRPORT,42.24599999999966,-89.5819999999994,19.81689750692521,6.753462603878119
ALBION MUNICIPAL AIRPORT,41.72999999999969,-98.05399999999977,15.58356164383562,7.243013698630142
ALBUQUERQUE INTL SUNPORT AIRP,35.0419999999999,-106.61600000000105,17.267945205479464,7.18876712328767
ALEXANDER FD S WOOD CO APT,44.35900000000027,-89.83699999999972,12.680547945205463,6.356986301369867
ALEXANDRIA INTL AIRPORT,31.334999999999773,-92.55900000000042,11.679726027397258,5.297534246575343
ALGONA MUNICIPAL AIRPORT,43.07799999999988,-94.27200000000049,16.784254143646415,9.249171270718232
ALGONAC,42.62099999999967,-82.52699999999923,999.9000000000034,0.0
ALICE INTERNATIONAL ARPT,27.74099999999999,-98.02500000000066,15.761095890410951,8.044383561643837
ALITAK,56.90000000000009,-154.25,17.001388888888894,9.376666666666653
ALLEGHENY COUNTY AIRPORT,40.35499999999969,-79.92199999999949,12.353972602739725,6.432328767123292
ALLEN ARMY AIRFIELD,63.9939999999998,-145.72099999999944,16.635068493150694,8.866849315068496
ALLEN C PERKINSON BLACKSTONE,37.074000000000105,-77.95799999999957,11.802739726027387,5.232054794520551
ALLEN PARISH AIRPORT,30.75,-92.68799999999942,22.672597864768687,2.411743772241992
ALLIANCE MUNICIPAL AIRPORT,42.057000000000244,-102.80200000000019,20.58876712328766,9.20465753424658
ALPENA,45.06699999999955,-83.41700000000048,11.288888888888888,5.9130555555555535
ALPENA COUNTY REGIONAL AIRPOR,45.07200000000009,-83.56399999999941,12.892054794520536,6.2958904109589025
ALPHA (BALFOUR)              ,47.96700000000022,-100.58099999999912,15.125833333333341,8.229722222222211
ALPHA (BURNS)                ,41.33299999999993,-104.26699999999987,18.977622377622364,10.162937062937065
ALPHA (RAYNESFORD)           ,47.28299999999978,-110.8000000000001,16.84846796657381,8.09387186629526
ALPINE AIRSTRIP,70.3440000000001,-150.94499999999974,15.167671232876726,9.838356164383558
ALPINE-CASPARIS MUNI ARPT,30.38299999999985,-103.68300000000022,15.863736263736268,7.018131868131872
ALTOONA-BLAIR COUNTY ARPT,40.29600000000018,-78.31999999999977,13.210410958904102,6.110684931506856
ALTURAS MUNICIPAL AIRPORT,41.49099999999999,-120.56399999999913,12.950684931506839,4.567671232876713
ALTUS AFB AIRPORT,34.64999999999978,-99.26699999999984,16.7676712328767,8.646575342465754
ALTUS/QUARTZ MOUNTAIN REGIONA,34.699000000000076,-99.33800000000012,17.013698630136975,8.69068493150685
ALVA REGIONAL AIRPORT,36.77299999999977,-98.6699999999991,18.06796657381615,9.67827298050139
AMARILLO RICK HUSBAND INTL AI,35.229999999999706,-101.70400000000036,20.121643835616446,11.298630136986299
AMBLER AIRPORT,67.09999999999978,-157.84999999999908,11.382544378698217,6.396745562130179
AMERADA PASS,29.450000000000067,-91.33299999999947,8.43805555555557,4.1194444444444445
AMES MUNICIPAL AIRPORT,41.99099999999999,-93.61899999999947,14.935068493150679,7.754520547945204
ANAKTUVUK PASS AIRPORT,68.16700000000012,-151.76699999999985,16.829042904290425,7.891089108910888
ANCHORAGE,61.229999999999656,-149.87999999999917,9.557777777777781,4.176388888888889
ANDALUSIA-OPP  MUNICIPAL AIRP,31.3089999999999,-86.39400000000018,13.112876712328779,6.899726027397263
ANDERSON REGIONAL AIRPORT,34.497999999999735,-82.70999999999938,11.544383561643834,4.915342465753427
ANDREWS AIR FORCE BASE AIRPOR,38.816999999999624,-76.86699999999942,18.903561643835616,6.224931506849315
ANDREWS-MURPHY AIRPORT,35.19499999999983,-83.8650000000006,9.473428571428581,2.2214285714285706
ANGEL FIRE AIRPORT,36.42200000000006,-105.29000000000067,18.4293956043956,6.127197802197799
ANGELINA COUNTY AIRPORT,31.236000000000164,-94.7540000000006,11.021643835616436,4.984931506849316
ANGOON SEAPLANE BASE,57.498999999999825,-134.58600000000067,23.148901098901106,2.3958791208791212
ANIAK AIRPORT,61.58199999999977,-159.5429999999994,11.744383561643833,5.721643835616439
ANKENY REGIONAL AIRPORT,41.69100000000025,-93.56599999999958,128.0027397260275,118.54876712328776
ANN ARBOR MUNICIPAL ARPT,42.22299999999996,-83.74399999999956,13.099450549450545,6.569780219780221
ANNAPOLIS,38.983000000000146,-76.47999999999963,999.9000000000034,0.0
ANNAPOLIS UNITED STATES NAVAL,38.98999999999982,-76.47999999999963,12.001392757660152,5.877158774373258
ANNETTE ISLAND AIRPORT,55.039000000000264,-131.57900000000046,10.42435424354244,5.24391143911439
ANNISTON METROPOLITAN ARPT,33.586999999999996,-85.85599999999982,10.243835616438368,4.141369863013699
ANOKA CO-BLNE AP(JNS FD) AP,45.14999999999975,-93.21700000000024,12.672328767123277,6.471232876712321
ANRSN MUNI DRNGTON FLD AP,40.11700000000016,-85.61699999999932,14.408033240997227,5.0318559556786715
ANSON COUNTY AIRPORT JEFF CLO,35.01699999999986,-80.08299999999957,378.014647887323,370.74901408450614
ANTRIM COUNTY AIRPORT,44.986000000000345,-85.20300000000056,9.607123287671246,3.260273972602742
ANVIK AIRPORT,62.649999999999764,-160.18300000000036,12.361777777777773,8.400888888888886
APALACHICOLA MUNI AIRPORT,29.733000000000136,-85.03299999999963,12.614246575342447,6.29315068493151
APK - ARIPEKA  FL,28.430000000000145,-82.65999999999987,9.764088397790069,4.637292817679553
APPALACHICOLA,29.729999999999734,-84.97999999999962,11.087222222222229,6.001111111111114
APPLETON MUNICIPAL AIRPORT,45.227999999999604,-96.0070000000004,14.601917808219172,6.553972602739728
ARANSAS COUNTY AIRPORT,28.084000000000053,-97.04599999999952,14.68109589041097,8.889315068493149
ARCATA AIRPORT,40.977999999999646,-124.10899999999933,12.353698630136977,5.061095890410959
ARCO 17 SW                   ,43.46199999999989,-113.55599999999959,999.9000000000036,999.9000000000036
ARCTIC VILLAGE AIRPORT,68.11499999999981,-145.57900000000066,9.599074074074064,4.552777777777781
ARDMORE MUNICIPAL AIRPORT,34.299999999999834,-97.01699999999984,15.132328767123289,5.196986301369861
ARENA COVE,38.920000000000066,-123.69999999999959,10.27027777777779,4.921666666666663
ARKANSAS INTERNATIONAL AIRPOR,35.966999999999864,-89.95000000000036,10.601382488479251,7.2732718894009185
ARLINGTON MUNICIPAL AIRPORT,32.66400000000016,-97.09400000000005,14.752602739726022,7.736164383561646
ARLINGTON MUNICIPAL ARPT,48.16100000000005,-122.1589999999997,10.610684931506842,4.334794520547941
ARNOLD PALMER REGIONAL APT,40.28299999999984,-79.40000000000049,17.192328767123293,6.272328767123288
ARRA MUNI-AL POTTER FLD AP,40.89300000000002,-97.99699999999986,17.024383561643845,8.948767123287674
ARTESIA MUNICIPAL AIRPORT,32.852999999999774,-104.46800000000056,19.64077134986226,8.733884297520662
ARTHUR N. NEU AIRPORT,42.046000000000184,-94.7890000000003,17.608767123287667,9.266849315068496
ASHE COUNTY AIRPORT,36.43200000000017,-81.41900000000071,13.018630136986314,4.773972602739727
ASHEBORO MUNICIPAL AIRPORT,35.6540000000003,-79.89500000000037,12.203098591549304,3.2811267605633807
ASHEVILLE 13 S               ,35.4189999999999,-82.55700000000046,999.9000000000036,999.9000000000036
ASHEVILLE 8 SSW              ,35.49500000000024,-82.61400000000047,999.9000000000036,999.9000000000036
ASHEVILLE REGIONAL AIRPORT,35.43200000000016,-82.53800000000028,12.815890410958895,5.334794520547945
ASHLAND RGNL,38.555000000000184,-82.73800000000038,12.447752808988774,3.240449438202247
ASHTABULA COUNTY AIRPORT,41.778000000000155,-80.69599999999993,12.710684931506849,6.253424657534249
ASPEN-PITKIN COUNTY ARPT,39.22999999999969,-106.87099999999938,12.423835616438353,5.390410958904112
ASTORIA,46.20800000000016,-123.76699999999984,10.73444444444444,4.833055555555551
ASTORIA REGIONAL AIRPORT,46.15699999999966,-123.88300000000098,13.049041095890406,5.8630136986301356
ATCT ROCKY MOUNTAIN METRO,39.89999999999976,-105.11699999999912,15.927945205479457,6.030136986301373
ATHENS MUNI,32.16400000000015,-95.82800000000063,11.056509695290853,4.308587257617731
ATHENS MUNICIPAL AIRPORT,32.164000000000144,-95.82800000000063,13.784831460674148,4.2623595505618
ATHENS/BEN EPPS AIRPORT,33.94800000000019,-83.32800000000054,9.585479452054805,4.284657534246579
ATKA,52.23300000000014,-174.16700000000085,571.3487577639733,4.867391304347826
ATKINSON MUNICIPAL AIRPORT,37.450000000000216,-94.73300000000016,12.870958904109584,5.65917808219178
ATKN MUNI-S KURTZ FLD ARPT,46.54800000000021,-93.6769999999999,11.369589041095889,4.657534246575341
ATLANTIC CITY,39.350000000000236,-74.41999999999936,999.9000000000034,0.0
ATLANTIC CITY INTERNATIONAL A,39.4519999999998,-74.56699999999937,14.54739726027396,7.445479452054797
ATLANTIC MUNICIPAL AIRPORT,41.40699999999973,-95.04699999999937,15.492957746478876,7.540000000000001
ATLANTIS OIL PLATFORM,27.199999999999953,-90.03299999999965,19.194011976047914,11.9
ATOKA MUNICIPAL AIRPORT,34.39799999999979,-96.1480000000004,10.716712328767125,3.6953424657534266
ATQASUK EDWARD BURNELL SR. ME,70.4670000000003,-157.43600000000094,17.1608024691358,11.214197530864192
AUBURN MUNICIPAL AIRPORT,38.954999999999934,-121.0820000000001,9.783195592286516,3.5630853994490366
AUBURN/LEWISTON MUNI ARPT,44.049999999999706,-70.28299999999967,12.169589041095879,5.409589041095891
AUDUBON COUNTY AIRPORT,41.700000000000266,-94.91700000000058,300.1689560439555,3.2302197802197807
AUGUSTA REGIONAL AT BUSH FIEL,33.363999999999734,-81.9629999999998,11.441917808219179,4.324657534246577
AUGUSTA STATE AIRPORT,44.31600000000029,-69.79699999999961,11.918630136986291,6.030684931506853
AUGUSTINE ISLAND,59.37999999999997,-153.34999999999906,21.97938718662956,13.377994428969357
AURORA MUNICIPAL AIRPORT,41.77000000000031,-88.48099999999982,15.185205479452048,8.070684931506854
AURORA STATE AIRPORT,45.248999999999825,-122.76900000000019,9.99753424657535,4.23205479452055
AUSTIN 33 NW                 ,30.62199999999992,-98.08499999999934,999.9000000000036,999.9000000000036
AUSTIN ARPT,39.46800000000025,-117.1970000000001,13.325852272727259,4.106250000000004
AUSTIN EXECUTIVE AIRPORT,30.395000000000266,-97.56699999999961,19.459178082191766,6.453972602739732
AUSTIN MUNICIPAL AIRPORT,43.66500000000041,-92.93300000000055,14.519452054794522,6.717808219178083
AUSTIN STRAUBEL INTERNATIONAL,44.478999999999736,-88.13699999999955,14.164931506849301,7.28383561643835
AUSTIN-BERGSTROM INTL AIRPORT,30.18300000000023,-97.68000000000025,14.70027397260274,6.986301369863014
AUSTIN-CAMP MABRY,30.320999999999923,-97.75999999999951,8.980547945205494,4.119178082191782
AVENGER FIELD AIRPORT,32.47299999999996,-100.46600000000029,16.73808219178082,7.899726027397262
AVON PARK GUNNERY RANGE,27.650000000000002,-81.33,9.128571428571428,6.085714285714287
AVONDALE 2 N                 ,39.85900000000025,-75.78600000000004,999.9000000000026,999.9000000000026
BACON COUNTY AIRPORT,31.536000000000048,-82.5070000000005,9.780821917808225,3.8463013698630135
BAKER 5 W                    ,39.0120000000002,-114.20900000000024,999.9000000000036,999.9000000000036
BAKER CITY MUNICIPAL ARPT,44.84300000000032,-117.80900000000057,13.36273972602739,5.593972602739728
BAKER MUNICIPAL AIRPORT,46.358000000000146,-104.25,17.6158904109589,9.419178082191783
BALD MOUNTAIN COTTONWOOD PASS,38.78299999999985,-106.21699999999986,18.5146005509642,6.543801652892567
BALDWIN COUNTY AIRPORT,33.154000000000295,-83.24100000000081,11.704722222222237,2.684444444444445
BALTIMORE  MD,39.2700000000003,-76.56999999999977,10.08016759776537,4.9100558659217866
BALTIMORE DOWNTOWN,39.28100000000033,-76.61100000000053,999.9000000000035,999.9000000000035
BALTIMORE-WASHINGTON INTL AIR,39.173000000000194,-76.68400000000028,12.75972602739726,5.819452054794523
BANGOR INTERNATIONAL ARPT,44.79800000000026,-68.81899999999973,13.513150684931492,6.48054794520548
BAR HARBOR,44.39999999999975,-68.20000000000043,464.7402857142843,4.163428571428572
BARABOO WISCONSIN DELLS AIRPO,43.522000000000375,-89.77400000000051,12.847922437673116,5.688642659279778
BARKING SANDS PACIFIC MISSILE,22.03300000000012,-159.78300000000092,12.808459214501509,6.133534743202417
BARKLEY REGIONAL AIRPORT,37.056000000000076,-88.7740000000005,11.948493150684936,5.336986301369863
BARKSDALE AIR FORCE BASE,32.5,-93.66700000000058,12.479614325068864,5.633608815426996
BARNES COUNTY MUNICIPAL AIRPO,46.94199999999962,-98.01800000000001,16.77231270358306,9.087622149837125
BARNES MUNICIPAL AIRPORT,42.15799999999982,-72.71600000000028,13.232876712328762,5.860547945205483
