pickup_taxizone_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,total
1.0,12.14804176758349,6.552885439547362,6.486675261266647,9.016047426961755,9.924485169487081,9.776157482431044,11.276615445603625,11.433629118588819,11.863412589807465,10.845011463359382,11.036656709509936,11.186465301872433,11.25170306966732,11.043616014778634,10.796083778900654,10.838163425292551,10.226490754471392,10.597407839203044,10.246067418854704,9.75459271473603,9.908397686639887,10.949030218500377,8.886172490446581,8.100530012362539,10.172680774994697
2.0,10.525980286010455,9.163378058405684,0.0,0.0,13.054830287206268,2.9171528588098017,8.748161456896492,14.1025641025641,8.13893670173432,5.281877561424482,8.961863491274864,9.759904803043543,10.836208716554781,6.022910286042816,9.927184470408836,8.693141595907209,9.351058369510973,9.714488002063613,12.040419579820123,8.798045388170994,10.5407835252593,8.42466149153712,8.691442464822602,7.948113401149209,8.401796120775733
3.0,3.8736320305847407,2.847405785848878,4.130473101605902,2.700093667180551,1.374544279648686,3.020691306582668,5.7416637273546325,0.8245849515903952,1.6120644582449148,1.7936343210134893,1.414956679977243,1.7539290666092173,1.7831341582510238,1.0386823399588303,1.6208047557136742,1.696916612342832,2.322072762253621,2.2485614181784777,0.9719363568916642,3.4120859668135273,1.4538802919564078,1.8129038171607195,2.1257609946706366,2.9901124605112086,2.2735218879559977
4.0,10.928777624984116,10.98712317178643,10.938090645267303,10.327805118014949,8.401034284918719,7.527060199833414,8.697405727267613,9.21811552236632,9.477413094585533,9.989349391521179,9.03596918344546,8.599312022055956,8.388859235457105,8.122175986889914,8.338360252478964,8.146127850520617,8.072286532091587,8.489295935065444,8.973421351548085,9.32090606080684,9.584959774140101,9.91241703197676,10.531018970870939,10.560324669575095,9.273650401561186
5.0,3.2516846018313856,5.915960322371674,15.649039646755707,5.3889438930904845,5.5555555555555545,2.3751309814879495,0.0,0.0,0.7792163491908719,0.30657077194783955,0.30329722219699795,0.0,0.0,0.0,7.997803806734993,0.7246376811594203,1.3702384214853383,0.6666666666666665,1.775147928994083,0.0,3.7429459864102266,1.614986751075856,4.528233151183971,3.0290530832807367,2.7072963675591564
6.0,4.415684977237812,12.780040280142044,9.32495063030222,2.5072999008839845,3.5920987742419856,0.281333024332088,1.5572549607637327,2.7708000076396146,2.276320468167294,1.4076620130275894,1.655085525275074,2.6720786083525843,2.9908317944347838,5.180658589773359,3.8748451548451546,4.648716629508946,7.850727188976946,2.0794190243565165,2.2969633172072883,3.287970016047712,3.4155163464678098,4.668942542064983,6.271510778375264,9.803956075711602,4.233777776172349
7.0,5.890355477939235,5.409105730809945,5.054207135008354,4.766590067128315,4.316003827830744,4.205493816746986,5.533289293000745,7.702690998261307,7.764371687813754,6.996705262761741,6.209541490422261,5.706521517226858,5.395804243085007,5.040850234867552,4.889135106058718,4.8598437042947875,5.003528338171797,5.273314658266012,5.8834557163404115,5.991098990829131,6.039507452016658,6.102396477826725,6.425924591934588,6.094430852033898,5.689756944611481
8.0,10.205383323404321,10.400030447233844,8.489062515138702,10.665478724969276,7.0698453958245295,8.247310446511099,11.114696449839267,9.453458370117486,11.508345252974154,10.900032827554751,9.152635285460105,8.130820744796797,9.363795273903547,8.512274302618728,8.390079364073223,8.44388064676941,11.122596667642444,11.518475667524617,9.207180224916872,9.643769827959746,9.94968547211701,10.568989343671733,11.048626036640348,9.415830151194143,9.68842844845234
9.0,5.453866331592649,2.5262564685948177,4.6702797143482675,3.0462876625885027,4.871423842147871,2.8398675668565945,3.0852789682834945,1.8655608855805907,1.4163241744137256,1.8123004090036015,0.9346475746505993,3.5364841337558017,1.7749589264061234,3.1338218873916994,1.7497696257929731,3.21542778200375,2.073420448787609,2.3952418085516056,2.540693108133757,4.179739160779436,3.125289389271606,5.288752576280711,1.6685984510782332,2.138977731573803,2.8893028594944927
10.0,11.116655239056682,9.803006124137555,8.099220579965783,6.80505650420741,4.228215039795375,6.44277047661584,8.302472308954812,7.663699039311712,6.89901425125139,6.491564549139891,6.703590726950705,7.429997142731543,7.91477699521469,8.365711176623215,8.874077707890333,9.599012787421344,10.157423857994528,9.434357487794793,9.45971792084331,9.7215709923827,9.946055909240044,10.056436026924349,10.192522715476438,10.55345253452129,8.510849087268573
